url,file_name,segment_number,bit_rate,file_size
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s8.m4s,BigBuckBunny_10s8.m4s,8,bunny_45373bps,56463
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s9.m4s,BigBuckBunny_10s9.m4s,9,bunny_45373bps,58983
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s10.m4s,BigBuckBunny_10s10.m4s,10,bunny_45373bps,55764
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s11.m4s,BigBuckBunny_10s11.m4s,11,bunny_45373bps,55360
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s12.m4s,BigBuckBunny_10s12.m4s,12,bunny_45373bps,58961
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s13.m4s,BigBuckBunny_10s13.m4s,13,bunny_45373bps,56908
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s14.m4s,BigBuckBunny_10s14.m4s,14,bunny_45373bps,57043
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s15.m4s,BigBuckBunny_10s15.m4s,15,bunny_45373bps,53717
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s16.m4s,BigBuckBunny_10s16.m4s,16,bunny_45373bps,53468
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s17.m4s,BigBuckBunny_10s17.m4s,17,bunny_45373bps,57374
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s18.m4s,BigBuckBunny_10s18.m4s,18,bunny_45373bps,57270
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s19.m4s,BigBuckBunny_10s19.m4s,19,bunny_45373bps,58868
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s20.m4s,BigBuckBunny_10s20.m4s,20,bunny_45373bps,55372
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s21.m4s,BigBuckBunny_10s21.m4s,21,bunny_45373bps,58673
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s22.m4s,BigBuckBunny_10s22.m4s,22,bunny_45373bps,60527
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s23.m4s,BigBuckBunny_10s23.m4s,23,bunny_45373bps,55464
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s24.m4s,BigBuckBunny_10s24.m4s,24,bunny_45373bps,53763
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s25.m4s,BigBuckBunny_10s25.m4s,25,bunny_45373bps,57923
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s26.m4s,BigBuckBunny_10s26.m4s,26,bunny_45373bps,55654
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s27.m4s,BigBuckBunny_10s27.m4s,27,bunny_45373bps,57014
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s28.m4s,BigBuckBunny_10s28.m4s,28,bunny_45373bps,59296
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s29.m4s,BigBuckBunny_10s29.m4s,29,bunny_45373bps,55731
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s30.m4s,BigBuckBunny_10s30.m4s,30,bunny_45373bps,56316
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s31.m4s,BigBuckBunny_10s31.m4s,31,bunny_45373bps,50635
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s32.m4s,BigBuckBunny_10s32.m4s,32,bunny_45373bps,57218
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s33.m4s,BigBuckBunny_10s33.m4s,33,bunny_45373bps,56613
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s34.m4s,BigBuckBunny_10s34.m4s,34,bunny_45373bps,59473
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s35.m4s,BigBuckBunny_10s35.m4s,35,bunny_45373bps,56773
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s36.m4s,BigBuckBunny_10s36.m4s,36,bunny_45373bps,57479
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s37.m4s,BigBuckBunny_10s37.m4s,37,bunny_45373bps,58846
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s38.m4s,BigBuckBunny_10s38.m4s,38,bunny_45373bps,56971
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s39.m4s,BigBuckBunny_10s39.m4s,39,bunny_45373bps,54085
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s40.m4s,BigBuckBunny_10s40.m4s,40,bunny_45373bps,59827
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s41.m4s,BigBuckBunny_10s41.m4s,41,bunny_45373bps,50669
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s42.m4s,BigBuckBunny_10s42.m4s,42,bunny_45373bps,52672
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s43.m4s,BigBuckBunny_10s43.m4s,43,bunny_45373bps,57833
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s44.m4s,BigBuckBunny_10s44.m4s,44,bunny_45373bps,57512
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s45.m4s,BigBuckBunny_10s45.m4s,45,bunny_45373bps,53048
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s46.m4s,BigBuckBunny_10s46.m4s,46,bunny_45373bps,55384
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s47.m4s,BigBuckBunny_10s47.m4s,47,bunny_45373bps,52318
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s48.m4s,BigBuckBunny_10s48.m4s,48,bunny_45373bps,53016
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s49.m4s,BigBuckBunny_10s49.m4s,49,bunny_45373bps,56787
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s50.m4s,BigBuckBunny_10s50.m4s,50,bunny_45373bps,52952
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s51.m4s,BigBuckBunny_10s51.m4s,51,bunny_45373bps,61195
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s52.m4s,BigBuckBunny_10s52.m4s,52,bunny_45373bps,61003
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s53.m4s,BigBuckBunny_10s53.m4s,53,bunny_45373bps,58353
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s54.m4s,BigBuckBunny_10s54.m4s,54,bunny_45373bps,58591
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s55.m4s,BigBuckBunny_10s55.m4s,55,bunny_45373bps,57935
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s56.m4s,BigBuckBunny_10s56.m4s,56,bunny_45373bps,61006
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s57.m4s,BigBuckBunny_10s57.m4s,57,bunny_45373bps,60807
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s58.m4s,BigBuckBunny_10s58.m4s,58,bunny_45373bps,60604
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_45373bps/BigBuckBunny_10s59.m4s,BigBuckBunny_10s59.m4s,59,bunny_45373bps,49415
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s0.m4s,BigBuckBunny_10s0.m4s,0,bunny_3792491bps,20
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s1.m4s,BigBuckBunny_10s1.m4s,1,bunny_3792491bps,6887503
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s2.m4s,BigBuckBunny_10s2.m4s,2,bunny_3792491bps,6001080
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s3.m4s,BigBuckBunny_10s3.m4s,3,bunny_3792491bps,7262674
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s4.m4s,BigBuckBunny_10s4.m4s,4,bunny_3792491bps,7329255
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s5.m4s,BigBuckBunny_10s5.m4s,5,bunny_3792491bps,5554776
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s6.m4s,BigBuckBunny_10s6.m4s,6,bunny_3792491bps,4572892
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s7.m4s,BigBuckBunny_10s7.m4s,7,bunny_3792491bps,3536766
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s8.m4s,BigBuckBunny_10s8.m4s,8,bunny_3792491bps,6424493
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s9.m4s,BigBuckBunny_10s9.m4s,9,bunny_3792491bps,2474012
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s10.m4s,BigBuckBunny_10s10.m4s,10,bunny_3792491bps,1963955
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s11.m4s,BigBuckBunny_10s11.m4s,11,bunny_3792491bps,2553138
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s12.m4s,BigBuckBunny_10s12.m4s,12,bunny_3792491bps,4559191
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s13.m4s,BigBuckBunny_10s13.m4s,13,bunny_3792491bps,3890921
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s14.m4s,BigBuckBunny_10s14.m4s,14,bunny_3792491bps,3856837
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s15.m4s,BigBuckBunny_10s15.m4s,15,bunny_3792491bps,3682777
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s16.m4s,BigBuckBunny_10s16.m4s,16,bunny_3792491bps,3083835
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s17.m4s,BigBuckBunny_10s17.m4s,17,bunny_3792491bps,3682086
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s18.m4s,BigBuckBunny_10s18.m4s,18,bunny_3792491bps,2778374
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s19.m4s,BigBuckBunny_10s19.m4s,19,bunny_3792491bps,4996797
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s20.m4s,BigBuckBunny_10s20.m4s,20,bunny_3792491bps,4026365
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s21.m4s,BigBuckBunny_10s21.m4s,21,bunny_3792491bps,3060810
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s22.m4s,BigBuckBunny_10s22.m4s,22,bunny_3792491bps,4617086
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s23.m4s,BigBuckBunny_10s23.m4s,23,bunny_3792491bps,4010044
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s24.m4s,BigBuckBunny_10s24.m4s,24,bunny_3792491bps,2390887
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s25.m4s,BigBuckBunny_10s25.m4s,25,bunny_3792491bps,5894696
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s26.m4s,BigBuckBunny_10s26.m4s,26,bunny_3792491bps,4113509
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s27.m4s,BigBuckBunny_10s27.m4s,27,bunny_3792491bps,3838770
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s28.m4s,BigBuckBunny_10s28.m4s,28,bunny_3792491bps,6320795
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s29.m4s,BigBuckBunny_10s29.m4s,29,bunny_3792491bps,3981229
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s30.m4s,BigBuckBunny_10s30.m4s,30,bunny_3792491bps,3707333
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s31.m4s,BigBuckBunny_10s31.m4s,31,bunny_3792491bps,6429401
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s32.m4s,BigBuckBunny_10s32.m4s,32,bunny_3792491bps,5658854
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s33.m4s,BigBuckBunny_10s33.m4s,33,bunny_3792491bps,5443467
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s34.m4s,BigBuckBunny_10s34.m4s,34,bunny_3792491bps,3438951
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s35.m4s,BigBuckBunny_10s35.m4s,35,bunny_3792491bps,7485528
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s36.m4s,BigBuckBunny_10s36.m4s,36,bunny_3792491bps,8553766
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s37.m4s,BigBuckBunny_10s37.m4s,37,bunny_3792491bps,8486531
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s38.m4s,BigBuckBunny_10s38.m4s,38,bunny_3792491bps,4294775
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s39.m4s,BigBuckBunny_10s39.m4s,39,bunny_3792491bps,1995657
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s40.m4s,BigBuckBunny_10s40.m4s,40,bunny_3792491bps,3005181
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s41.m4s,BigBuckBunny_10s41.m4s,41,bunny_3792491bps,2619187
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s42.m4s,BigBuckBunny_10s42.m4s,42,bunny_3792491bps,3595143
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s43.m4s,BigBuckBunny_10s43.m4s,43,bunny_3792491bps,7287089
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s44.m4s,BigBuckBunny_10s44.m4s,44,bunny_3792491bps,6324134
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s45.m4s,BigBuckBunny_10s45.m4s,45,bunny_3792491bps,3734049
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s46.m4s,BigBuckBunny_10s46.m4s,46,bunny_3792491bps,2867193
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s47.m4s,BigBuckBunny_10s47.m4s,47,bunny_3792491bps,7597703
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s48.m4s,BigBuckBunny_10s48.m4s,48,bunny_3792491bps,3069232
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s49.m4s,BigBuckBunny_10s49.m4s,49,bunny_3792491bps,2247544
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s50.m4s,BigBuckBunny_10s50.m4s,50,bunny_3792491bps,3807863
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s51.m4s,BigBuckBunny_10s51.m4s,51,bunny_3792491bps,5785215
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s52.m4s,BigBuckBunny_10s52.m4s,52,bunny_3792491bps,6377012
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s53.m4s,BigBuckBunny_10s53.m4s,53,bunny_3792491bps,6869405
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s54.m4s,BigBuckBunny_10s54.m4s,54,bunny_3792491bps,7113534
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s55.m4s,BigBuckBunny_10s55.m4s,55,bunny_3792491bps,6604399
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s56.m4s,BigBuckBunny_10s56.m4s,56,bunny_3792491bps,9032093
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s57.m4s,BigBuckBunny_10s57.m4s,57,bunny_3792491bps,6432703
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s58.m4s,BigBuckBunny_10s58.m4s,58,bunny_3792491bps,2775050
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_3792491bps/BigBuckBunny_10s59.m4s,BigBuckBunny_10s59.m4s,59,bunny_3792491bps,1348352
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s0.m4s,BigBuckBunny_10s0.m4s,0,bunny_368912bps,20
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s1.m4s,BigBuckBunny_10s1.m4s,1,bunny_368912bps,550286
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s2.m4s,BigBuckBunny_10s2.m4s,2,bunny_368912bps,486010
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s3.m4s,BigBuckBunny_10s3.m4s,3,bunny_368912bps,468855
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s4.m4s,BigBuckBunny_10s4.m4s,4,bunny_368912bps,608766
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s5.m4s,BigBuckBunny_10s5.m4s,5,bunny_368912bps,574194
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s6.m4s,BigBuckBunny_10s6.m4s,6,bunny_368912bps,434998
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s7.m4s,BigBuckBunny_10s7.m4s,7,bunny_368912bps,449360
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s8.m4s,BigBuckBunny_10s8.m4s,8,bunny_368912bps,473262
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s9.m4s,BigBuckBunny_10s9.m4s,9,bunny_368912bps,342078
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s10.m4s,BigBuckBunny_10s10.m4s,10,bunny_368912bps,238312
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s11.m4s,BigBuckBunny_10s11.m4s,11,bunny_368912bps,353980
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s12.m4s,BigBuckBunny_10s12.m4s,12,bunny_368912bps,490249
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s13.m4s,BigBuckBunny_10s13.m4s,13,bunny_368912bps,465679
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s14.m4s,BigBuckBunny_10s14.m4s,14,bunny_368912bps,501653
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s15.m4s,BigBuckBunny_10s15.m4s,15,bunny_368912bps,431456
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s16.m4s,BigBuckBunny_10s16.m4s,16,bunny_368912bps,420758
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s17.m4s,BigBuckBunny_10s17.m4s,17,bunny_368912bps,436134
http://www-itec.uni-klu.ac.at/ftp/datasets/DASHDataset2014/BigBuckBunny/10sec/bunny_368912bps/BigBuckBunny_10s18.m4s,BigBuckBunny_10s18.m4s,18,bunny_368912bps,359381
